sat1_satellite_id,sat1_epoch,sat1_mean_motion,sat1_eccentricity,sat1_inclination,sat1_raan,sat1_argument_of_perigee,sat1_mean_anomaly,sat1_perigee,sat1_apogee,sat1_period,sat1_semi_major_axis,sat1_orbital_energy,sat1_orbital_angular_momentum,sat1_rev_number,sat1_bstar,sat1_mean_motion_derivative,sat1_cluster,sat2_satellite_id,sat2_epoch,sat2_mean_motion,sat2_eccentricity,sat2_inclination,sat2_raan,sat2_argument_of_perigee,sat2_mean_anomaly,sat2_perigee,sat2_apogee,sat2_period,sat2_semi_major_axis,sat2_orbital_energy,sat2_orbital_angular_momentum,sat2_rev_number,sat2_bstar,sat2_mean_motion_derivative,sat2_cluster,mean_motion,eccentricity,inclination,raan,argument_of_perigee,mean_anomaly,perigee,apogee,period,semi_major_axis,orbital_energy,orbital_angular_momentum,bstar,mean_motion_derivative,close_approach
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-32195,25034.04318658,15.30183498,0.0001377,0.9278152850309336,4.769906305884163,1.6380892414347898,4.647117157018606,481.45762849484436,483.34505522439304,1.5684393428218737,6853.401341859619,-29080482.95416497,52266325209.451035,2812,-6.1012000000000005e-05,-2.165e-05,0,-2.1359032100000004,7.409999999999999e-05,0.6065612562625975,0.9581089648577992,-0.09475217976152006,0.09512917087995021,721.8356064406935,723.1573300234986,0.2544472116023686,722.496468232096,2773340.7650879435,2685982100.344803,0.000185482,2.2250000000000002e-05,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-32125,25034.42303014,15.30139756,0.0001499,0.9278362289819575,1.861562944189396,1.6258684460123256,4.659362387050598,481.5046086062039,483.55929748572726,1.5684841796895292,6853.531953045966,-29079928.75285619,52266823157.62549,3059,0.00030141,8.562e-05,0,-2.1354657899999996,6.189999999999999e-05,0.6065403123115736,3.866452326552566,-0.08253138433905582,0.08288394084795847,721.788626329334,722.9430877621644,0.25440237473471305,722.3658570457492,2772786.563779164,2685484152.170349,-0.00017694,-8.502e-05,False
STARLINK-30849,25033.98668714,15.02578739,0.0001922,0.7505788448201615,5.193040439079165,4.33564744403695,1.948649637876157,564.7516779825792,567.4182934510891,1.597254065765133,6937.084985716834,-28729678.432706356,52584456239.1286,6960,-0.0006639899999999999,-9.172e-05,0,STARLINK-32125,25034.42303014,15.30139756,0.0001499,0.9278362289819575,1.861562944189396,1.6258684460123256,4.659362387050598,481.5046086062039,483.55929748572726,1.5684841796895292,6853.531953045966,-29079928.75285619,52266823157.62549,3059,0.00030141,8.562e-05,0,-0.2756101700000002,4.23e-05,-0.17725738416179604,3.3314774948897687,2.7097789980246247,-2.7107127491744407,83.2470693763753,83.85899596536183,0.028769886075603823,83.55303267086856,350250.3201498352,317633081.5031128,-0.0009653999999999999,-0.00017734,False
STARLINK-5431,25034.39143812,15.08844923,0.0001326,0.9288415386311062,0.633130403465707,1.4744035375365017,4.8107766809781145,545.9480324192255,547.7826503077549,1.5906207214642936,6917.86534136349,-28809497.014684375,52511561897.32471,11964,-1.5734000000000002e-05,-5.38e-06,0,STARLINK-32125,25034.42303014,15.30139756,0.0001499,0.9278362289819575,1.861562944189396,1.6258684460123256,4.659362387050598,481.5046086062039,483.55929748572726,1.5684841796895292,6853.531953045966,-29079928.75285619,52266823157.62549,3059,0.00030141,8.562e-05,0,-0.21294832999999969,-1.7300000000000014e-05,0.001005309649148689,-1.228432540723689,-0.15146490847582395,0.15141429392751693,64.44342381302158,64.22335282202766,0.022136541774764318,64.33338831752462,270431.7381718159,244738739.69921875,-0.000317144,-9.1e-05,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-11182 [DTC],25033.00992456,15.69714741,0.0001464,0.9277227825805779,4.560852513409535,1.3043857791119782,4.9808590165849616,365.8637622598153,367.8366047935515,1.528940219081498,6737.850183526683,-29579200.408353917,51823836237.51942,2881,4.0426e-08,-5.84e-06,0,-2.531215639999999,6.539999999999999e-05,0.6066537587129531,1.1671627573324272,0.2389512825612916,-0.2386126886864055,837.4294726757225,838.6657804543402,0.2939463353427443,838.0476265650314,3272058.21927689,3128471072.2764206,0.000124429574,6.44e-06,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,-1.89849903,-8.149999999999998e-05,0.6083711626969156,5.639689393286285,-0.8310280513615882,0.8312915960786387,651.1078738534934,650.2546921510557,0.22972977879618695,650.6812830022745,2471773.2600494064,2412854231.219818,-0.0017351299999999999,-0.00027498999999999997,False
STARLINK-30849,25033.98668714,15.02578739,0.0001922,0.7505788448201615,5.193040439079165,4.33564744403695,1.948649637876157,564.7516779825792,567.4182934510891,1.597254065765133,6937.084985716834,-28729678.432706356,52584456239.1286,6960,-0.0006639899999999999,-9.172e-05,0,STARLINK-11182 [DTC],25033.00992456,15.69714741,0.0001464,0.9277227825805779,4.560852513409535,1.3043857791119782,4.9808590165849616,365.8637622598153,367.8366047935515,1.528940219081498,6737.850183526683,-29579200.408353917,51823836237.51942,2881,4.0426e-08,-5.84e-06,0,-0.6713600199999998,4.58e-05,-0.17714393776041648,0.6321879256696299,3.0312616649249717,-3.0322093787088047,198.88791572276386,199.5816886575376,0.06831384668363505,199.23480219015073,849521.9756475613,760620001.6091843,-0.000664030426,-8.588e-05,False
STARLINK-5431,25034.39143812,15.08844923,0.0001326,0.9288415386311062,0.633130403465707,1.4744035375365017,4.8107766809781145,545.9480324192255,547.7826503077549,1.5906207214642936,6917.86534136349,-28809497.014684375,52511561897.32471,11964,-1.5734000000000002e-05,-5.38e-06,0,STARLINK-11182 [DTC],25033.00992456,15.69714741,0.0001464,0.9277227825805779,4.560852513409535,1.3043857791119782,4.9808590165849616,365.8637622598153,367.8366047935515,1.528940219081498,6737.850183526683,-29579200.408353917,51823836237.51942,2881,4.0426e-08,-5.84e-06,0,-0.6086981799999993,-1.380000000000001e-05,0.0011187560505282468,-3.927722109943828,0.1700177584245235,-0.17008233560684705,180.08427015941015,179.94604551420343,0.06168050238279554,180.0151578368068,769703.3936695419,687725659.8052902,-1.5774426000000004e-05,4.5999999999999983e-07,False
YAOGAN-31 03A,25034.58632699,13.4538326,0.0132748,1.1066364842025167,0.6796992785674197,6.258590127360482,0.025701718564868494,997.301383245167,1195.5586633922703,1.7838782979951724,7467.430023318719,-26689265.286402486,54552693636.09441,19369,0.00017495,1.9e-07,0,STARLINK-6243,25034.21286459,15.0253995,9.71e-05,0.7505352115888615,1.8410500894907065,4.730238462644835,1.5542226802179584,565.5307727570607,566.8779778467451,1.5972952998687298,6937.2043753019025,-28729183.993707348,52584909458.71305,9025,0.00020554000000000001,2.574e-05,0,-1.5715669000000005,0.0131777,0.3561012726136552,-1.1613508109232868,1.5283516647156468,-1.52852096165309,431.7706104881063,628.6806855455252,0.18658299812644263,530.2256480168162,2039918.7073048614,1967784177.381363,-3.059000000000002e-05,-2.555e-05,False
STARLINK-3935,25034.51429234,15.08839512,0.0001661,0.9288345573140983,2.11333716076509,2.0199201578813453,4.2652967125475625,545.73282040491,548.0309407656405,1.5906264257480531,6917.881880585275,-28809428.137148034,52511624406.840294,15118,-5.6105000000000006e-05,-1.181e-05,0,STARLINK-4033,25034.55293687,15.08841533,0.0001353,0.9287839427657905,2.4598757744070676,1.9800184405222512,4.305146070029097,545.9397146177116,547.8116917829966,1.590624295202243,6917.875703200354,-28809453.862809293,52511601205.20687,15083,-2.991e-05,-7.64e-06,0,-2.0210000000631112e-05,3.079999999999999e-05,5.061454830779244e-05,-0.34653861364197747,0.03990171735909409,-0.0398493574815344,-0.20689421280167153,0.21924898264387593,2.130545810219431e-06,0.0061773849211022025,25.725661259144545,23201.633422851562,-2.6195000000000006e-05,-4.170000000000001e-06,False
YAOGAN-31 03A,25034.58632699,13.4538326,0.0132748,1.1066364842025167,0.6796992785674197,6.258590127360482,0.025701718564868494,997.301383245167,1195.5586633922703,1.7838782979951724,7467.430023318719,-26689265.286402486,54552693636.09441,19369,0.00017495,1.9e-07,0,STARLINK-30849,25033.98668714,15.02578739,0.0001922,0.7505788448201615,5.193040439079165,4.33564744403695,1.948649637876157,564.7516779825792,567.4182934510891,1.597254065765133,6937.084985716834,-28729678.432706356,52584456239.1286,6960,-0.0006639899999999999,-9.172e-05,0,-1.5719547899999995,0.0130826,0.35605763938235524,-4.513341160511745,1.922942683323532,-1.9229479193112886,432.54970526258785,628.1403699411812,0.18662423223003932,530.3450376018845,2040413.1463038698,1968237396.9658127,0.0008389399999999999,9.190999999999999e-05,False
