sat1_satellite_id,sat1_epoch,sat1_mean_motion,sat1_eccentricity,sat1_inclination,sat1_raan,sat1_argument_of_perigee,sat1_mean_anomaly,sat1_perigee,sat1_apogee,sat1_period,sat1_semi_major_axis,sat1_orbital_energy,sat1_orbital_angular_momentum,sat1_rev_number,sat1_bstar,sat1_mean_motion_derivative,sat1_cluster,sat2_satellite_id,sat2_epoch,sat2_mean_motion,sat2_eccentricity,sat2_inclination,sat2_raan,sat2_argument_of_perigee,sat2_mean_anomaly,sat2_perigee,sat2_apogee,sat2_period,sat2_semi_major_axis,sat2_orbital_energy,sat2_orbital_angular_momentum,sat2_rev_number,sat2_bstar,sat2_mean_motion_derivative,sat2_cluster,mean_motion,eccentricity,inclination,raan,argument_of_perigee,mean_anomaly,perigee,apogee,period,semi_major_axis,orbital_energy,orbital_angular_momentum,bstar,mean_motion_derivative,close_approach
STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,STARLINK-32195,25034.04318658,15.30183498,0.0001377,0.9278152850309336,4.769906305884163,1.6380892414347898,4.647117157018606,481.45762849484436,483.34505522439304,1.5684393428218737,6853.401341859619,-29080482.95416497,52266325209.451035,2812,-6.1012000000000005e-05,-2.165e-05,0,-0.2374041800000004,0.00015559999999999996,-0.0018099064343181093,-4.681580428428486,0.7362758716000681,-0.7361624251986885,70.72773258720008,72.90263787244294,0.02471743280618166,71.81518522982151,301567.5050385371,273127869.12498474,0.001920612,0.00029724,False
STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,STARLINK-11182 [DTC],25033.00992456,15.69714741,0.0001464,0.9277227825805779,4.560852513409535,1.3043857791119782,4.9808590165849616,365.8637622598153,367.8366047935515,1.528940219081498,6737.850183526683,-29579200.408353917,51823836237.51942,2881,4.0426e-08,-5.84e-06,0,-0.6327166099999992,0.00014689999999999997,-0.0017174039839624733,-4.472526635953858,1.0699793339228798,-1.0699042847650442,186.32159882222913,188.4110883032845,0.06421655654655734,187.3663435627568,800284.9592274837,715616841.0566025,0.0018595595739999999,0.00028143,False
STARLINK-3637,25034.26221404,15.0885277,0.0001393,0.9288450292896102,5.972855294199483,1.8132888824084847,4.471898317423139,545.8777011571547,547.8050117590637,1.5906124492186184,6917.841356458109,-28809596.900331415,52511470818.09376,16362,-0.00026929,-4.573e-05,0,RROCI-2,25034.32769153,14.95922483,0.0007442,1.7066091225388353,2.8187625925069058,3.8457247963558814,2.4386281360932887,581.4700402663138,591.8258034331948,1.6043612067297184,6957.647921849754,-28644769.487993035,52662320491.78429,5007,0.00054077,6e-05,0,0.12930287000000007,-0.0006049,-0.7777640932492251,3.154092701692577,-2.0324359139473964,2.03327018132985,-35.592339109159184,-44.02079167413103,-0.01374875751109994,-39.80656539164556,-164827.41233837977,-150849673.69052887,-0.00081006,-0.00010573,False
STARLINK-5121,25034.51058617,15.08842004,0.0001257,0.9287787067780344,3.5056159756782503,1.5720878704413723,4.713080130768479,546.0046867496658,547.7438403395199,1.5906237986730891,6917.874263544593,-28809459.858248737,52511595806.987076,12926,9.016800000000001e-05,1.148e-05,0,STARLINK-32125,25034.42303014,15.30139756,0.0001499,0.9278362289819575,1.861562944189396,1.6258684460123256,4.659362387050598,481.5046086062039,483.55929748572726,1.5684841796895292,6853.531953045966,-29079928.75285619,52266823157.62549,3059,0.00030141,8.562e-05,0,-0.21297751999999903,-2.420000000000002e-05,0.0009424777960769237,1.6440530314888544,-0.05378057557095328,0.05371774371788174,64.5000781434619,64.18454285379266,0.022139618983559872,64.34231049862774,270468.89460745454,244772649.36158752,-0.000211242,-7.413999999999999e-05,False
YAOGAN-31 03A,25034.58632699,13.4538326,0.0132748,1.1066364842025167,0.6796992785674197,6.258590127360482,0.025701718564868494,997.301383245167,1195.5586633922703,1.7838782979951724,7467.430023318719,-26689265.286402486,54552693636.09441,19369,0.00017495,1.9e-07,0,STARLINK-3935,25034.51429234,15.08839512,0.0001661,0.9288345573140983,2.11333716076509,2.0199201578813453,4.2652967125475625,545.73282040491,548.0309407656405,1.5906264257480531,6917.881880585275,-28809428.137148034,52511624406.840294,15118,-5.6105000000000006e-05,-1.181e-05,0,-1.6345625199999994,0.0131087,0.17780192688841845,-1.4336378821976705,4.238669969479137,-4.239594993982694,451.5685628402571,647.5277226266298,0.19325187224711926,549.5481427334435,2120162.8507455476,2041069229.2541199,0.000231055,1.2e-05,False
STARLINK-3617,25034.21529736,15.08835489,0.0001199,0.9288555012651222,5.801809536845534,1.8202091128926423,4.464939689695438,546.0647218089407,547.7236328326617,1.5906306668267907,6917.894177320801,-28809376.927645642,52511671424.21026,16380,-6.5095e-05,-1.324e-05,0,STARLINK-4030,25034.43148965,15.08841514,0.000196,0.9288205946800824,2.4686163833010557,2.0971981011718985,4.188058911829805,545.5198576264456,548.231664924866,1.5906243152320876,6917.875761275655,-28809453.620955035,52511600897.621506,15080,-2.1147e-05,-6.25e-06,0,-6.025000000065006e-05,-7.609999999999999e-05,3.49065850397956e-05,3.333193153544478,-0.2769889882792562,0.2768807778656326,0.5448641824950755,-0.5080320922043029,6.35159470308011e-06,0.018416045145386306,76.69330939278007,70526.58875274658,-4.3948e-05,-6.99e-06,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,YAOGAN-31 03A,25034.58632699,13.4538326,0.0132748,1.1066364842025167,0.6796992785674197,6.258590127360482,0.025701718564868494,997.301383245167,1195.5586633922703,1.7838782979951724,7467.430023318719,-26689265.286402486,54552693636.09441,19369,0.00017495,1.9e-07,0,-0.2879008299999999,-0.013063,0.42774005709101437,5.048315992174542,-4.715253065687213,4.716544609333687,205.99185169037082,10.943721855621334,0.03900825642906991,108.46778677299608,382123.0973254591,399613673.70142365,-5.047999999999999e-05,4.1e-07,False
STARLINK-5121,25034.51058617,15.08842004,0.0001257,0.9287787067780344,3.5056159756782503,1.5720878704413723,4.713080130768479,546.0046867496658,547.7438403395199,1.5906237986730891,6917.874263544593,-28809459.858248737,52511595806.987076,12926,9.016800000000001e-05,1.148e-05,0,STARLINK-11182 [DTC],25033.00992456,15.69714741,0.0001464,0.9277227825805779,4.560852513409535,1.3043857791119782,4.9808590165849616,365.8637622598153,367.8366047935515,1.528940219081498,6737.850183526683,-29579200.408353917,51823836237.51942,2881,4.0426e-08,-5.84e-06,0,-0.6087273699999987,-2.0700000000000015e-05,0.0010559241974564815,-1.0552365377312847,0.26770209132939415,-0.26777888581648224,180.14092448985048,179.90723554596843,0.0616835795915911,180.0240800179099,769740.5501051806,687759569.467659,9.012757400000001e-05,1.732e-05,False
YAOGAN-31 03A,25034.58632699,13.4538326,0.0132748,1.1066364842025167,0.6796992785674197,6.258590127360482,0.025701718564868494,997.301383245167,1195.5586633922703,1.7838782979951724,7467.430023318719,-26689265.286402486,54552693636.09441,19369,0.00017495,1.9e-07,0,STARLINK-4033,25034.55293687,15.08841533,0.0001353,0.9287839427657905,2.4598757744070676,1.9800184405222512,4.305146070029097,545.9397146177116,547.8116917829966,1.590624295202243,6917.875703200354,-28809453.862809293,52511601205.20687,15083,-2.991e-05,-7.64e-06,0,-1.63458273,0.0131395,0.17785254143672624,-1.780176495839648,4.278571686838231,-4.279444351464228,451.3616686274554,647.7469716092737,0.19325400279292948,549.5543201183646,2120188.5764068067,2041092430.8875427,0.00020486,7.83e-06,False
STARLINK-3617,25034.21529736,15.08835489,0.0001199,0.9288555012651222,5.801809536845534,1.8202091128926423,4.464939689695438,546.0647218089407,547.7236328326617,1.5906306668267907,6917.894177320801,-28809376.927645642,52511671424.21026,16380,-6.5095e-05,-1.324e-05,0,STARLINK-5121,25034.51058617,15.08842004,0.0001257,0.9287787067780344,3.5056159756782503,1.5720878704413723,4.713080130768479,546.0046867496658,547.7438403395199,1.5906237986730891,6917.874263544593,-28809459.858248737,52511595806.987076,12926,9.016800000000001e-05,1.148e-05,0,-6.515000000106852e-05,-5.799999999999992e-06,7.679448708775016e-05,2.2961935611672835,0.24812124245126999,-0.24814044107304145,0.0600350592749237,-0.020207506858241686,6.868153701544699e-06,0.01991377620743151,82.93060309439898,75617.22318267822,-0.000155263,-2.472e-05,False
STARLINK-3807,25034.59620419,15.08814066,0.0001178,0.9288432839603583,3.3287355826348852,1.3943505207352778,4.890798281852803,546.1447243145303,547.7745956104172,1.5906532515054088,6917.959659962474,-28809104.229596086,52511919966.329636,15553,-0.00015126999999999998,-2.693e-05,0,RROCI-2,25034.32769153,14.95922483,0.0007442,1.7066091225388353,2.8187625925069058,3.8457247963558814,2.4386281360932887,581.4700402663138,591.8258034331948,1.6043612067297184,6957.647921849754,-28644769.487993035,52662320491.78429,5007,0.00054077,6e-05,0,0.1289158300000004,-0.0006263999999999999,-0.777765838578477,0.5099729901279795,-2.4513742756206036,2.452170145759514,-35.32531595178352,-44.05120782277754,-0.013707955224309565,-39.68826188728053,-164334.74160305038,-150400525.45465088,-0.00069204,-8.693000000000001e-05,False
STARLINK-4030,25034.43148965,15.08841514,0.000196,0.9288205946800824,2.4686163833010557,2.0971981011718985,4.188058911829805,545.5198576264456,548.231664924866,1.5906243152320876,6917.875761275655,-28809453.620955035,52511600897.621506,15080,-2.1147e-05,-6.25e-06,0,STARLINK-5121,25034.51058617,15.08842004,0.0001257,0.9287787067780344,3.5056159756782503,1.5720878704413723,4.713080130768479,546.0046867496658,547.7438403395199,1.5906237986730891,6917.874263544593,-28809459.858248737,52511595806.987076,12926,9.016800000000001e-05,1.148e-05,0,-4.9000000004184585e-06,7.03e-05,4.188790204795456e-05,-1.0369995923771946,0.5251102307305262,-0.525021218938674,-0.4848291232201518,0.4878245853460612,5.165589984645891e-07,0.0014977310620452045,6.23729370161891,5090.634429931641,-0.00011131500000000001,-1.773e-05,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-6243,25034.21286459,15.0253995,9.71e-05,0.7505352115888615,1.8410500894907065,4.730238462644835,1.5542226802179584,565.5307727570607,566.8779778467451,1.5972952998687298,6937.2043753019025,-28729183.993707348,52584909458.71305,9025,0.00020554000000000001,2.574e-05,0,-1.8594677300000004,0.0001147,0.7838413297046696,3.886965181251256,-3.1869014009715655,3.1880236476805974,637.7624621784771,639.6244074011465,0.22559125455551254,638.6934347898123,2422041.8046303205,2367397851.0827866,-8.107000000000001e-05,-2.514e-05,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-3807,25034.59620419,15.08814066,0.0001178,0.9288432839603583,3.3287355826348852,1.3943505207352778,4.890798281852803,546.1447243145303,547.7745956104172,1.5906532515054088,6917.959659962474,-28809104.229596086,52511919966.329636,15553,-0.00015126999999999998,-2.693e-05,0,-1.9222088900000003,9.4e-05,0.6055332573331728,2.399279688107077,0.14898654093799202,-0.14855195395424658,657.1485106210075,658.7277896374744,0.23223330291883348,657.938150129241,2501962.0405190587,2440387343.466202,0.00027574,2.7530000000000002e-05,False
STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,STARLINK-3617,25034.21529736,15.08835489,0.0001199,0.9288555012651222,5.801809536845534,1.8202091128926423,4.464939689695438,546.0647218089407,547.7236328326617,1.5906306668267907,6917.894177320801,-28809376.927645642,52511671424.21026,16380,-6.5095e-05,-1.324e-05,0,-0.02392408999999951,0.00017339999999999999,-0.002850122668506705,-5.713483659389857,0.5541560001422157,-0.5539849578755205,6.120639273103734,8.524060264174295,0.0025261088012646926,7.322349768639469,30461.47851920873,27781654.365760803,0.001924695,0.00028882999999999996,False
STARLINK-3617,25034.21529736,15.08835489,0.0001199,0.9288555012651222,5.801809536845534,1.8202091128926423,4.464939689695438,546.0647218089407,547.7236328326617,1.5906306668267907,6917.894177320801,-28809376.927645642,52511671424.21026,16380,-6.5095e-05,-1.324e-05,0,STARLINK-32195,25034.04318658,15.30183498,0.0001377,0.9278152850309336,4.769906305884163,1.6380892414347898,4.647117157018606,481.45762849484436,483.34505522439304,1.5684393428218737,6853.401341859619,-29080482.95416497,52266325209.451035,2812,-6.1012000000000005e-05,-2.165e-05,0,-0.2134800900000009,-1.7800000000000013e-05,0.0010402162341885957,1.0319032309613707,0.18211987145785247,-0.18217746732316797,64.60709331409635,64.37857760826864,0.022191324004916968,64.49283546118204,271106.02651932836,245346214.75922394,-4.082999999999995e-06,8.41e-06,False
STARLINK-5431,25034.39143812,15.08844923,0.0001326,0.9288415386311062,0.633130403465707,1.4744035375365017,4.8107766809781145,545.9480324192255,547.7826503077549,1.5906207214642936,6917.86534136349,-28809497.014684375,52511561897.32471,11964,-1.5734000000000002e-05,-5.38e-06,0,STARLINK-6243,25034.21286459,15.0253995,9.71e-05,0.7505352115888615,1.8410500894907065,4.730238462644835,1.5542226802179584,565.5307727570607,566.8779778467451,1.5972952998687298,6937.2043753019025,-28729183.993707348,52584909458.71305,9025,0.00020554000000000001,2.574e-05,0,0.06304972999999947,3.5499999999999996e-05,0.1783063270422447,-1.2079196860249994,-3.2558349251083336,3.256554000760156,-19.582740337835276,-19.095327538990205,-0.006674578404436193,-19.339033938412285,-80313.02097702771,-73347561.38834381,-0.000221274,-3.112e-05,False
STARLINK-4030,25034.43148965,15.08841514,0.000196,0.9288205946800824,2.4686163833010557,2.0971981011718985,4.188058911829805,545.5198576264456,548.231664924866,1.5906243152320876,6917.875761275655,-28809453.620955035,52511600897.621506,15080,-2.1147e-05,-6.25e-06,0,STARLINK-32195,25034.04318658,15.30183498,0.0001377,0.9278152850309336,4.769906305884163,1.6380892414347898,4.647117157018606,481.45762849484436,483.34505522439304,1.5684393428218737,6853.401341859619,-29080482.95416497,52266325209.451035,2812,-6.1012000000000005e-05,-2.165e-05,0,-0.21341984000000025,5.829999999999998e-05,0.0010053096491488,-2.3012899225831074,0.4591088597371087,-0.45905824518880056,64.06222913160127,64.88660970047295,0.022184972410213888,64.47441941603665,271029.3332099356,245275688.1704712,3.9865000000000005e-05,1.54e-05,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-30849,25033.98668714,15.02578739,0.0001922,0.7505788448201615,5.193040439079165,4.33564744403695,1.948649637876157,564.7516779825792,567.4182934510891,1.597254065765133,6937.084985716834,-28729678.432706356,52584456239.1286,6960,-0.0006639899999999999,-9.172e-05,0,-1.8598556199999994,1.959999999999999e-05,0.7837976964733696,0.5349748316627974,-2.7923103823636803,2.793596690022399,638.5415569529587,639.0840917968026,0.22563248865910923,638.8128243748806,2422536.243629329,2367851070.6672363,0.0007884599999999999,9.232e-05,False
STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,YAOGAN-31 03A,25034.58632699,13.4538326,0.0132748,1.1066364842025167,0.6796992785674197,6.258590127360482,0.025701718564868494,997.301383245167,1195.5586633922703,1.7838782979951724,7467.430023318719,-26689265.286402486,54552693636.09441,19369,0.00017495,1.9e-07,0,1.6105982,-0.0129815,-0.18063110560590123,-0.5913734011117427,-3.884225014325624,3.8852530132550487,-445.1160221631226,-639.3109702954343,-0.19072152236711704,-542.2134962292785,-2089650.1627239473,-2013240557.5183945,0.0016846499999999998,0.00027539999999999997,False
STARLINK-5745,25034.00428717,15.02529402,5.49e-05,0.7505421929058694,0.2904350048366204,4.448076318462668,1.8364738361919775,565.8559878275564,566.6176964328224,1.597306513140697,6937.236842130189,-28729049.538807686,52585032678.605736,10879,-3.5052e-05,-6.77e-06,0,STARLINK-32125,25034.42303014,15.30139756,0.0001499,0.9278362289819575,1.861562944189396,1.6258684460123256,4.659362387050598,481.5046086062039,483.55929748572726,1.5684841796895292,6853.531953045966,-29079928.75285619,52266823157.62549,3059,0.00030141,8.562e-05,0,-0.27610353999999937,-9.5e-05,-0.17729403607608807,-1.5711279393527755,2.8222078724503428,-2.82288855085862,84.35137922135254,83.05839894709516,0.028822333451167692,83.7048890842234,350879.21404850483,318209520.9802475,-0.000336462,-9.239e-05,False
STARLINK-5431,25034.39143812,15.08844923,0.0001326,0.9288415386311062,0.633130403465707,1.4744035375365017,4.8107766809781145,545.9480324192255,547.7826503077549,1.5906207214642936,6917.86534136349,-28809497.014684375,52511561897.32471,11964,-1.5734000000000002e-05,-5.38e-06,0,STARLINK-30849,25033.98668714,15.02578739,0.0001922,0.7505788448201615,5.193040439079165,4.33564744403695,1.948649637876157,564.7516779825792,567.4182934510891,1.597254065765133,6937.084985716834,-28729678.432706356,52584456239.1286,6960,-0.0006639899999999999,-9.172e-05,0,0.06266184000000052,-5.960000000000001e-05,0.17826269381094473,-4.559910035613457,-2.8612439065004485,2.8621270431019576,-18.80364556335371,-19.635643143334164,-0.0066333443008395054,-19.219644353343938,-79818.58197801933,-72894341.80389404,0.0006482559999999999,8.633999999999999e-05,False
STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,MARAFON-D GVM,25034.58187564,14.45617062,0.001502,1.5533447796042053,5.995750523327144,3.7980965063982084,2.4853593268154373,736.4453721247,757.8282551128104,1.6601906985516728,7118.136813618756,-27998930.91668165,53266181370.15361,4914,0.00022192999999999998,8e-06,0,0.6082601800000003,-0.0012087,-0.6273394010075898,-5.907424645871467,-1.4237313933633504,1.4255954050044801,-184.2600110426556,-201.58056201597446,-0.06703392292361743,-192.9202865293155,-779984.5324447826,-726728291.577591,0.00163767,0.00026759,False
STARLINK-3637,25034.26221404,15.0885277,0.0001393,0.9288450292896102,5.972855294199483,1.8132888824084847,4.471898317423139,545.8777011571547,547.8050117590637,1.5906124492186184,6917.841356458109,-28809596.900331415,52511470818.09376,16362,-0.00026929,-4.573e-05,0,STARLINK-4030,25034.43148965,15.08841514,0.000196,0.9288205946800824,2.4686163833010557,2.0971981011718985,4.188058911829805,545.5198576264456,548.231664924866,1.5906243152320876,6917.875761275655,-28809453.620955035,52511600897.621506,15080,-2.1147e-05,-6.25e-06,0,0.00011255999999981725,-5.6699999999999996e-05,2.4434609527834716e-05,3.504238910898427,-0.2839092187634138,0.28383940559333354,0.3578435307090331,-0.4266531658022359,-1.1866013469141734e-05,-0.03440481754660141,-143.27937638014555,-130079.52774810791,-0.000248143,-3.9479999999999995e-05,False
ONEWEB-0010,25034.35847439,13.16593177,0.0002118,1.534376541293531,5.728015270741962,1.5433370616732698,4.742246327898556,1203.2932349355378,1206.5023852478917,1.8228865544242423,7575.897810091715,-26307142.189077027,54952307309.79584,28597,0.00012447,6e-07,0,STARLINK-4375,25034.59260476,15.01251945,4.03e-05,1.7044798208514023,1.7123215851806128,0.44619516860160235,5.8391613281674655,569.8919467440801,570.451405181163,1.5986657056420974,6941.1716759626215,-28712763.522357408,52599943841.74654,14010,0.0001076,1.323e-05,0,-1.846587679999999,0.0001715,-0.1701032795578712,4.01569368556135,1.0971418930716674,-1.0969150002689094,633.4012881914578,636.0509800667287,0.22422084878214488,634.7261341290932,2405621.333280381,2352363468.049301,1.6870000000000006e-05,-1.2630000000000001e-05,False
STARLINK-4033,25034.55293687,15.08841533,0.0001353,0.9287839427657905,2.4598757744070676,1.9800184405222512,4.305146070029097,545.9397146177116,547.8116917829966,1.590624295202243,6917.875703200354,-28809453.862809293,52511601205.20687,15083,-2.991e-05,-7.64e-06,0,STARLINK-5431,25034.39143812,15.08844923,0.0001326,0.9288415386311062,0.633130403465707,1.4744035375365017,4.8107766809781145,545.9480324192255,547.7826503077549,1.5906207214642936,6917.86534136349,-28809497.014684375,52511561897.32471,11964,-1.5734000000000002e-05,-5.38e-06,0,-3.390000000003113e-05,2.7000000000000114e-06,-5.7595865315729355e-05,1.8267453709413606,0.5056149029857495,-0.5056306109490176,-0.008317801513840095,0.029041475241683656,3.573737949347233e-06,0.01036183686392178,43.15187508240342,39307.882164001465,-1.4175999999999998e-05,-2.2599999999999995e-06,False
STARLINK-5745,25034.00428717,15.02529402,5.49e-05,0.7505421929058694,0.2904350048366204,4.448076318462668,1.8364738361919775,565.8559878275564,566.6176964328224,1.597306513140697,6937.236842130189,-28729049.538807686,52585032678.605736,10879,-3.5052e-05,-6.77e-06,0,STARLINK-11182 [DTC],25033.00992456,15.69714741,0.0001464,0.9277227825805779,4.560852513409535,1.3043857791119782,4.9808590165849616,365.8637622598153,367.8366047935515,1.528940219081498,6737.850183526683,-29579200.408353917,51823836237.51942,2881,4.0426e-08,-5.84e-06,0,-0.671853389999999,-9.15e-05,-0.1771805896747085,-4.270417508572915,3.1436905393506898,-3.144385180392984,199.99222556774112,198.78109163927093,0.06836629405919892,199.38665860350557,850150.8695462309,761196441.086319,-3.5092426e-05,-9.300000000000004e-07,False
STARLINK-3637,25034.26221404,15.0885277,0.0001393,0.9288450292896102,5.972855294199483,1.8132888824084847,4.471898317423139,545.8777011571547,547.8050117590637,1.5906124492186184,6917.841356458109,-28809596.900331415,52511470818.09376,16362,-0.00026929,-4.573e-05,0,STARLINK-5121,25034.51058617,15.08842004,0.0001257,0.9287787067780344,3.5056159756782503,1.5720878704413723,4.713080130768479,546.0046867496658,547.7438403395199,1.5906237986730891,6917.874263544593,-28809459.858248737,52511595806.987076,12926,9.016800000000001e-05,1.148e-05,0,0.00010765999999939879,1.3600000000000005e-05,6.632251157578928e-05,2.4672393185212322,0.2412010119671124,-0.2411818133453405,-0.12698559251111874,0.06117141954382532,-1.1349454470677145e-05,-0.0329070864845562,-137.04208267852664,-124988.89331817627,-0.000359458,-5.7209999999999996e-05,False
STARLINK-3807,25034.59620419,15.08814066,0.0001178,0.9288432839603583,3.3287355826348852,1.3943505207352778,4.890798281852803,546.1447243145303,547.7745956104172,1.5906532515054088,6917.959659962474,-28809104.229596086,52511919966.329636,15553,-0.00015126999999999998,-2.693e-05,0,STARLINK-4030,25034.43148965,15.08841514,0.000196,0.9288205946800824,2.4686163833010557,2.0971981011718985,4.188058911829805,545.5198576264456,548.231664924866,1.5906243152320876,6917.875761275655,-28809453.620955035,52511600897.621506,15080,-2.1147e-05,-6.25e-06,0,-0.00027447999999985484,-7.819999999999999e-05,2.2689280275933754e-05,0.8601191993338295,-0.7028475804366208,0.7027393700229974,0.624866688084694,-0.457069314448745,2.893627332123394e-05,0.08389868681842927,349.391358949244,319068.7081298828,-0.00013012299999999997,-2.0680000000000002e-05,False
STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,STARLINK-3807,25034.59620419,15.08814066,0.0001178,0.9288432839603583,3.3287355826348852,1.3943505207352778,4.890798281852803,546.1447243145303,547.7745956104172,1.5906532515054088,6917.959659962474,-28809104.229596086,52511919966.329636,15553,-0.00015126999999999998,-2.693e-05,0,-0.023709860000000305,0.00017549999999999998,-0.002837905363742843,-3.240409705179208,0.9800145922995802,-0.9798435500328853,6.0406367675141155,8.473097486418737,0.002503524122646539,7.256867126966426,30188.780469652265,27533112.246383667,0.0020108699999999997,0.00030251999999999997,False
STARLINK-3807,25034.59620419,15.08814066,0.0001178,0.9288432839603583,3.3287355826348852,1.3943505207352778,4.890798281852803,546.1447243145303,547.7745956104172,1.5906532515054088,6917.959659962474,-28809104.229596086,52511919966.329636,15553,-0.00015126999999999998,-2.693e-05,0,STARLINK-5121,25034.51058617,15.08842004,0.0001257,0.9287787067780344,3.5056159756782503,1.5720878704413723,4.713080130768479,546.0046867496658,547.7438403395199,1.5906237986730891,6917.874263544593,-28809459.858248737,52511595806.987076,12926,9.016800000000001e-05,1.148e-05,0,-0.0002793800000002733,-7.899999999999989e-06,6.457718232388832e-05,-0.17688039304336511,-0.17773734970609456,0.17771815108432332,0.14003756486454222,0.030755270897316223,2.945283231969853e-05,0.08539641788047447,355.62865265086293,324159.34255981445,-0.000241438,-3.841e-05,False
MARAFON-D GVM,25034.58187564,14.45617062,0.001502,1.5533447796042053,5.995750523327144,3.7980965063982084,2.4853593268154373,736.4453721247,757.8282551128104,1.6601906985516728,7118.136813618756,-27998930.91668165,53266181370.15361,4914,0.00022192999999999998,8e-06,0,RROCI-2,25034.32769153,14.95922483,0.0007442,1.7066091225388353,2.8187625925069058,3.8457247963558814,2.4386281360932887,581.4700402663138,591.8258034331948,1.6043612067297184,6957.647921849754,-28644769.487993035,52662320491.78429,5007,0.00054077,6e-05,0,-0.5030542100000002,0.0007578000000000001,-0.1532643429346301,3.1769879308202387,-0.04762828995767299,0.0467311907221486,154.9753318583862,166.00245167961566,0.0558294918219544,160.48889176900138,645838.5713113844,603860878.3693237,-0.00031884000000000003,-5.2000000000000004e-05,False
STARLINK-2021,25034.18552842,15.0644308,0.0002933,0.9260053785966155,0.08832587745567703,2.374365113034858,3.9109547318199174,552.1853610820444,556.247693096836,1.5931567756280554,6925.21652708944,-28778915.449126434,52539453078.57602,22072,0.0018595999999999999,0.00027559,0,STARLINK-30849,25033.98668714,15.02578739,0.0001922,0.7505788448201615,5.193040439079165,4.33564744403695,1.948649637876157,564.7516779825792,567.4182934510891,1.597254065765133,6937.084985716834,-28729678.432706356,52584456239.1286,6960,-0.0006639899999999999,-9.172e-05,0,0.0386434100000006,0.00010109999999999996,0.175426533776454,-5.104714561623488,-1.9612823310020921,1.9623050939437603,-12.56631690053473,-11.17060035425311,-0.004097290137077714,-11.86845862739392,-49237.01642007753,-45003160.55258179,0.00252359,0.00036731,False
STARLINK-3637,25034.26221404,15.0885277,0.0001393,0.9288450292896102,5.972855294199483,1.8132888824084847,4.471898317423139,545.8777011571547,547.8050117590637,1.5906124492186184,6917.841356458109,-28809596.900331415,52511470818.09376,16362,-0.00026929,-4.573e-05,0,STARLINK-32195,25034.04318658,15.30183498,0.0001377,0.9278152850309336,4.769906305884163,1.6380892414347898,4.647117157018606,481.45762849484436,483.34505522439304,1.5684393428218737,6853.401341859619,-29080482.95416497,52266325209.451035,2812,-6.1012000000000005e-05,-2.165e-05,0,-0.21330728000000043,1.5999999999999847e-06,0.0010297442586766348,1.2029489883153195,0.1751996409736949,-0.17521883959546702,64.4200726623103,64.45995653467071,0.022173106396744746,64.44001459849005,270886.05383355543,245145608.64272308,-0.000208278,-2.4079999999999996e-05,False
