sat1_satellite_id,sat1_epoch,sat1_mean_motion,sat1_eccentricity,sat1_inclination,sat1_raan,sat1_argument_of_perigee,sat1_mean_anomaly,sat1_perigee,sat1_apogee,sat1_period,sat1_semi_major_axis,sat1_orbital_energy,sat1_orbital_angular_momentum,sat1_rev_number,sat1_bstar,sat1_mean_motion_derivative,sat1_cluster,sat2_satellite_id,sat2_epoch,sat2_mean_motion,sat2_eccentricity,sat2_inclination,sat2_raan,sat2_argument_of_perigee,sat2_mean_anomaly,sat2_perigee,sat2_apogee,sat2_period,sat2_semi_major_axis,sat2_orbital_energy,sat2_orbital_angular_momentum,sat2_rev_number,sat2_bstar,sat2_mean_motion_derivative,sat2_cluster,mean_motion_difference,eccentricity_difference,inclination_difference,raan_difference,argument_of_perigee_difference,mean_anomaly_difference,perigee_difference,apogee_difference,period_difference,semi_major_axis_difference,orbital_energy_difference,orbital_angular_momentum_difference,bstar_difference,mean_motion_derivative_difference,synodic_period,close_approach
786,25034.83335648,0.28493185,0.8856978,1.052655195767584,6.265726778671888,2.7303791191859133,1.7321589974587803,4779.536547759402,177584.7089621153,84.23066778950815,97553.12275493736,-2042991.7082271262,91548834100.53053,138,0.0,-1.946e-05,-1,8095,25035.61543371,15.30342664,0.0004798,0.7504776157235458,2.7587319928845613,5.997827465137017,0.28657433653120895,478.6380995641139,485.2141674818422,1.5682762145092994,6852.9261335229785,-29082499.50704532,52264507609.02171,6137,0.0018443,0.00055411,0,-15.01849479,0.885218,0.3021775800440383,3.5069947857873265,-3.2674483459511037,1.4455846609275713,4300.898448195288,177099.49479463347,82.66239157499885,90700.19662141438,27039507.798818193,39284326491.50882,-0.0018443,-0.00057357,-1.5980296518117292,False
4225,25035.48535845,15.08830486,0.0001579,0.9288031413875625,2.473574863705972,1.6274950928751843,4.657735740187739,545.8171317035212,548.0018075140251,1.5906359410609074,6917.909469608773,-28809313.243480615,52511729186.60929,15092,0.00011822,1.594e-05,0,5807,25036.18916985,15.02533697,0.0001286,0.7505683728446494,0.08123809536332807,4.823177245313533,1.4612228110254406,565.331495082226,567.1157489978159,1.5973019472321337,6937.223622040021,-28729104.287024844,52584982218.12104,10912,0.00010240000000000001,1.18e-05,0,0.06296788999999947,2.929999999999998e-05,0.1782347685429131,2.3923367683426435,-3.1956821524383487,3.1965129291622985,-19.51436337870473,-19.113941483790768,-0.0066660061712262575,-19.31415243124775,-80208.95645577088,-73253031.51174927,1.5819999999999994e-05,4.139999999999999e-06,381.1466447422356,False
786,25034.83335648,0.28493185,0.8856978,1.052655195767584,6.265726778671888,2.7303791191859133,1.7321589974587803,4779.536547759402,177584.7089621153,84.23066778950815,97553.12275493736,-2042991.7082271262,91548834100.53053,138,0.0,-1.946e-05,-1,4282,25036.20364278,14.94251508,0.0006574,0.8725773595345651,0.29125356425580573,1.0231486594333679,5.26280299461063,587.2566027546536,596.4113368581548,1.60615531398212,6962.833969806405,-28623434.33209012,52681946595.50781,14572,0.00089454,9.474e-05,0,-14.65758323,0.8850404,0.18007783623301898,5.974473214416082,1.7072304597525454,-3.5306439971518495,4192.279945004749,176988.29762525717,82.62451247552603,90590.28878513095,26580442.623862993,38866887505.02272,-0.00089454,-0.00011420000000000001,-1.6373777056833378,False
4282,25036.20364278,14.94251508,0.0006574,0.8725773595345651,0.29125356425580573,1.0231486594333679,5.26280299461063,587.2566027546536,596.4113368581548,1.60615531398212,6962.833969806405,-28623434.33209012,52681946595.50781,14572,0.00089454,9.474e-05,0,5807,25036.18916985,15.02533697,0.0001286,0.7505683728446494,0.08123809536332807,4.823177245313533,1.4612228110254406,565.331495082226,567.1157489978159,1.5973019472321337,6937.223622040021,-28729104.287024844,52584982218.12104,10912,0.00010240000000000001,1.18e-05,0,-0.08282188999999995,0.0005288000000000001,0.12200898668991567,0.21001546889247766,-3.8000285858801655,3.8015801835851892,21.925107672427657,29.295587860338856,0.00885336674998638,25.61034776638371,105669.95493472368,96964377.38677216,0.00079214,8.294e-05,-289.7784631575122,False
4225,25035.48535845,15.08830486,0.0001579,0.9288031413875625,2.473574863705972,1.6274950928751843,4.657735740187739,545.8171317035212,548.0018075140251,1.5906359410609074,6917.909469608773,-28809313.243480615,52511729186.60929,15092,0.00011822,1.594e-05,0,8095,25035.61543371,15.30342664,0.0004798,0.7504776157235458,2.7587319928845613,5.997827465137017,0.28657433653120895,478.6380995641139,485.2141674818422,1.5682762145092994,6852.9261335229785,-29082499.50704532,52264507609.02171,6137,0.0018443,0.00055411,0,-0.21512178000000048,-0.0003219,0.17832552566401672,-0.2851571291785895,-4.370332372261832,4.37116140365653,67.17903213940735,62.787640032182935,0.022359726551608006,64.98333608579469,273186.26356470585,247221577.58757782,-0.00172608,-0.00053817,-111.56471464674681,False
4282,25036.20364278,14.94251508,0.0006574,0.8725773595345651,0.29125356425580573,1.0231486594333679,5.26280299461063,587.2566027546536,596.4113368581548,1.60615531398212,6962.833969806405,-28623434.33209012,52681946595.50781,14572,0.00089454,9.474e-05,0,8095,25035.61543371,15.30342664,0.0004798,0.7504776157235458,2.7587319928845613,5.997827465137017,0.28657433653120895,478.6380995641139,485.2141674818422,1.5682762145092994,6852.9261335229785,-29082499.50704532,52264507609.02171,6137,0.0018443,0.00055411,0,-0.3609115599999999,0.00017760000000000003,0.12209974381101929,-2.4674784286287554,-4.974678805703649,4.976228658079421,108.61850319053974,111.19716937631256,0.03787909947282064,109.90783628342615,459065.1749552004,417438986.48609924,-0.0009497600000000001,-0.00045937,-66.49828561878137,False
4225,25035.48535845,15.08830486,0.0001579,0.9288031413875625,2.473574863705972,1.6274950928751843,4.657735740187739,545.8171317035212,548.0018075140251,1.5906359410609074,6917.909469608773,-28809313.243480615,52511729186.60929,15092,0.00011822,1.594e-05,0,4282,25036.20364278,14.94251508,0.0006574,0.8725773595345651,0.29125356425580573,1.0231486594333679,5.26280299461063,587.2566027546536,596.4113368581548,1.60615531398212,6962.833969806405,-28623434.33209012,52681946595.50781,14572,0.00089454,9.474e-05,0,0.14578977999999942,-0.0004995,0.056225781852997425,2.182321299450166,0.6043464334418165,-0.6050672544228908,-41.43947105113239,-48.40952934412962,-0.015519372921212637,-44.92450019763146,-185878.91139049456,-170217408.89852142,-0.0007763199999999999,-7.88e-05,164.62059274662127,False
786,25034.83335648,0.28493185,0.8856978,1.052655195767584,6.265726778671888,2.7303791191859133,1.7321589974587803,4779.536547759402,177584.7089621153,84.23066778950815,97553.12275493736,-2042991.7082271262,91548834100.53053,138,0.0,-1.946e-05,-1,4225,25035.48535845,15.08830486,0.0001579,0.9288031413875625,2.473574863705972,1.6274950928751843,4.657735740187739,545.8171317035212,548.0018075140251,1.5906359410609074,6917.909469608773,-28809313.243480615,52511729186.60929,15092,0.00011822,1.594e-05,0,-14.80337301,0.8855398999999999,0.12385205438002156,3.792151914965916,1.102884026310729,-2.9255767427289587,4233.719416055881,177036.7071546013,82.64003184844724,90635.21328532859,26766321.535253488,39037104913.92124,-0.00011822,-3.54e-05,-1.6212521284025905,False
786,25034.83335648,0.28493185,0.8856978,1.052655195767584,6.265726778671888,2.7303791191859133,1.7321589974587803,4779.536547759402,177584.7089621153,84.23066778950815,97553.12275493736,-2042991.7082271262,91548834100.53053,138,0.0,-1.946e-05,-1,5807,25036.18916985,15.02533697,0.0001286,0.7505683728446494,0.08123809536332807,4.823177245313533,1.4612228110254406,565.331495082226,567.1157489978159,1.5973019472321337,6937.223622040021,-28729104.287024844,52584982218.12104,10912,0.00010240000000000001,1.18e-05,0,-14.74040512,0.8855692,0.30208682292293465,6.18448868330856,-2.09279812612762,0.2709361864333397,4214.205052677176,177017.5932131175,82.633365842276,90615.89913289734,26686112.578797717,38963851882.40949,-0.00010240000000000001,-3.126e-05,-1.6281777742618766,False
5807,25036.18916985,15.02533697,0.0001286,0.7505683728446494,0.08123809536332807,4.823177245313533,1.4612228110254406,565.331495082226,567.1157489978159,1.5973019472321337,6937.223622040021,-28729104.287024844,52584982218.12104,10912,0.00010240000000000001,1.18e-05,0,8095,25035.61543371,15.30342664,0.0004798,0.7504776157235458,2.7587319928845613,5.997827465137017,0.28657433653120895,478.6380995641139,485.2141674818422,1.5682762145092994,6852.9261335229785,-29082499.50704532,52264507609.02171,6137,0.0018443,0.00055411,0,-0.27808966999999996,-0.00035119999999999997,9.0757121103624e-05,-2.677493897521233,-1.1746502198234836,1.1746484744942316,86.69339551811208,81.9015815159737,0.029025732722834263,84.29748851704244,353395.2200204767,320474609.0993271,-0.0017419,-0.0005423100000000001,-86.30309784610041,False
