sat1_epoch day,sat1_ballistic coefficient,sat1_inclination,sat1_right ascension of the ascending node,sat1_eccentricity,sat1_argument of perigee,sat1_mean anomaly,sat1_mean motion,sat1_apogee,sat1_perigee,sat2_epoch day,sat2_ballistic coefficient,sat2_inclination,sat2_right ascension of the ascending node,sat2_eccentricity,sat2_argument of perigee,sat2_mean anomaly,sat2_mean motion,sat2_apogee,sat2_perigee,inclination difference,eccentricity difference,ascending node difference,argument of perigee difference,mean anomaly difference,mean motion difference,apogee difference,perigee difference,close_approach
356.36395076,1.288e-05,53.2174,124.3463,0.0001305,79.8065,280.3074,15.08841317,-6276.987945752789,-6277.012479697267,356.3679376,0.00079284,53.0474,122.2019,0.0004206,276.199,83.8529,15.26239466,-6277.6766996809265,-6277.755170236439,0.1699999999999946,-0.00029009999999999995,2.1444000000000045,-196.3925,196.45449999999997,-0.17398148999999918,0.6887539281378849,0.7426905391721448,False
352.15913029,0.00021907,53.0538,265.6689,0.0001403,82.3649,277.7499,15.06368441,-6276.8841639872735,-6276.91056918621,355.87269324,5.8e-06,53.0555,148.9864,0.0001333,96.2142,263.8999,15.06406913,-6276.886425112282,-6276.9115124472055,-0.0016999999999995907,7.0000000000000075e-06,116.6825,-13.8493,13.850000000000023,-0.00038471999999956097,0.002261125008772069,0.0009432609958821558,False
356.02078848,2.385e-05,53.2162,215.8751,0.0001323,79.638,280.4761,15.08845668,-6276.987957286205,-6277.012829582101,356.2078458,-2.598e-05,43.0092,293.3319,0.0002144,262.6266,97.4332,15.02560993,-6276.718254994916,-6276.758674341266,10.207,-8.210000000000002e-05,-77.45680000000002,-182.9886,183.04289999999997,0.06284675000000028,-0.2697022912889224,-0.2541552408356438,False
351.5215254,8.43e-06,53.2191,281.0251,0.0002474,82.4913,277.636,15.08840772,-6276.976934536629,-6277.023445642573,355.78088989,7.35e-06,43.0011,255.383,0.0001259,282.2937,77.7779,15.40704966,-6278.289070468644,-6278.312412141984,10.217999999999996,0.0001215,25.6421,-199.8024,199.85810000000004,-0.3186419400000009,1.3121359320148258,1.2889664994108898,False
355.60900918,0.00019149,97.5549,116.0371,0.0009519,82.9527,277.2793,15.24548949,-6277.5581254220715,-6277.735850886023,355.7616598,3.12e-06,53.0543,174.4881,0.0001552,93.3712,266.7454,15.06405524,-6276.884306446043,-6276.913515424089,44.500600000000006,0.0007967,-58.45100000000001,-10.418500000000009,10.53389999999996,0.18143425000000057,-0.6738189760280875,-0.8223354619340171,False
352.09325385,6.752e-05,53.0524,240.9561,0.0001482,82.0942,278.0215,15.06396679,-6276.884596748417,-6276.912488420395,356.02078848,2.385e-05,53.2162,215.8751,0.0001323,79.638,280.4761,15.08845668,-6276.987957286205,-6277.012829582101,-0.16380000000000194,1.5900000000000007e-05,25.08099999999999,2.4561999999999955,-2.454599999999971,-0.024489889999999903,0.1033605377879212,0.10034116170663765,False
352.11133375,0.00017304,97.0976,30.5868,0.0002628,50.8009,309.3463,15.25882405,-6277.676864151386,-6277.725901904467,356.35418879,0.00016021,53.0552,61.8264,0.0001389,85.7691,274.3457,15.06393839,-6276.885353602774,-6276.9114950205,44.0424,0.0001239,-31.2396,-34.968199999999996,35.00059999999996,0.19488565999999885,-0.7915105486126777,-0.8144068839665124,False
350.60952297,1.62e-06,0.0126,56.5381,0.0004723,260.4027,25.3872,1.00270299,-5797.791293518092,-5798.332490854733,356.46658444,1.811e-05,97.6547,354.6374,0.0003323,46.9088,313.2414,15.01250212,-6276.652263162655,-6276.714945839103,-97.6421,0.00014,-298.0993,213.4939,-287.8542,-14.009799130000001,478.86096964456283,478.38245498437027,False
351.5215254,8.43e-06,53.2191,281.0251,0.0002474,82.4913,277.636,15.08840772,-6276.976934536629,-6277.023445642573,351.78088056,1.903e-05,43.0028,136.645,0.0001322,269.2196,90.8494,15.02527498,-6276.724602233554,-6276.749525353886,10.216299999999997,0.00011520000000000001,144.3801,-186.72830000000002,186.78660000000002,0.06313273999999858,-0.2523323030754909,-0.2739202886868952,False
351.78311061,-6.4e-07,43.0036,19.8663,4.87e-05,197.8193,162.2632,15.02532375,-6276.732677174559,-6276.741858364679,356.3679376,0.00079284,53.0474,122.2019,0.0004206,276.199,83.8529,15.26239466,-6277.6766996809265,-6277.755170236439,-10.043800000000005,-0.0003719,-102.3356,-78.37970000000001,78.4103,-0.2370709099999999,0.9440225063672187,1.0133118717603793,False
351.77723319,3.53e-06,53.2198,9.7616,0.0001707,83.561,276.5576,15.08841709,-6276.984183245005,-6277.016274766822,351.91667824,-0.0136199,42.9998,178.6839,0.0001798,275.8844,55.8131,15.70858965,-6279.474411100512,-6279.507317785658,10.219999999999999,-9.100000000000004e-06,-168.9223,-192.32340000000002,220.7445,-0.6201725600000003,2.490227855507328,2.4910430188365353,False
352.11133375,0.00017304,97.0976,30.5868,0.0002628,50.8009,309.3463,15.25882405,-6277.676864151386,-6277.725901904467,351.88865985,8.78e-06,53.0526,181.8741,0.0001648,97.4803,262.6373,15.06409668,-6276.883575679967,-6276.914591342042,44.045,9.8e-05,-151.2873,-46.6794,46.709,0.19472736999999896,-0.7932884714191459,-0.8113105624252057,False
356.36395076,1.288e-05,53.2174,124.3463,0.0001305,79.8065,280.3074,15.08841317,-6276.987945752789,-6277.012479697267,355.4454688,5.83e-05,98.0847,168.7205,0.0017587,149.2068,211.0193,15.05347954,-6276.689269701247,-6277.02041587722,-44.8673,-0.0016282,-44.37419999999999,-69.40029999999999,69.28809999999999,0.03493363000000116,-0.2986760515414062,0.007936179953503597,False
356.19693061,4.127e-05,53.2194,310.0391,0.0001524,100.0237,260.0927,15.08839537,-6276.985813217582,-6277.0144643752765,356.52343429,0.00060858,97.5787,125.1615,0.0011589,186.649,173.4604,15.41006832,-6278.205432391455,-6278.420262673445,-44.3593,-0.0010065,184.87760000000003,-86.6253,86.63229999999999,-0.32167294999999996,1.2196191738730704,1.40579829816852,False
350.70706566,1.048e-05,69.9991,136.311,0.0003122,270.5538,89.5263,14.98334325,-6276.531795194525,-6276.59076273194,355.58015113,0.00015476,53.0539,105.4702,0.0001529,85.922,274.1943,15.0641046,-6276.884728468486,-6276.913504518662,16.9452,0.0001593,30.8408,184.63180000000003,-184.668,-0.08076134999999951,0.3529332739608435,0.32274178672196285,False
351.78088056,1.903e-05,43.0028,136.645,0.0001322,269.2196,90.8494,15.02527498,-6276.724602233554,-6276.749525353886,356.56796652,-7.5e-07,49.9976,171.6224,8.2e-06,110.2201,249.8685,13.41411123,-6269.331860735403,-6269.333528079215,-6.994799999999998,0.00012399999999999998,-34.97739999999999,158.9995,-159.0191,1.6111637500000011,-7.392741498150826,-7.415997274671099,False
351.92051651,-6.2e-07,42.9996,199.7081,0.0001296,276.0642,84.0067,15.40701376,-6278.2885834632825,-6278.312611148461,356.29664556,1.5e-07,55.4975,116.4621,0.0002969,255.4334,104.5033,1.70473501,-5968.672005772206,-5968.91083722612,-12.497900000000001,-0.0001673,83.246,20.630800000000022,-20.4966,13.70227875,-309.6165776910766,-309.4017739223409,False
352.09325385,6.752e-05,53.0524,240.9561,0.0001482,82.0942,278.0215,15.06396679,-6276.884596748417,-6276.912488420395,355.84501514,1.34e-06,53.2151,196.51,0.0001686,85.4126,274.7059,15.08842127,-6276.984398008182,-6277.016094725108,-0.16270000000000095,-2.0400000000000008e-05,44.4461,-3.318399999999997,3.3156000000000176,-0.02445447999999928,0.09980125976562704,0.10360630471313925,False
351.45708043,-1.075e-05,53.2175,51.3029,0.0001369,94.5418,265.573,15.08841837,-6276.9873657541975,-6277.0131028900405,356.36477999,-3.1e-06,53.0548,126.7803,0.0001745,94.2237,265.8951,15.06393871,-6276.882004919565,-6276.914846369015,0.16270000000000095,-3.760000000000002e-05,-75.47739999999999,0.31810000000000116,-0.32210000000003447,0.024479659999999015,-0.1053608346328474,-0.09825652102517779,False
351.78311061,-6.4e-07,43.0036,19.8663,4.87e-05,197.8193,162.2632,15.02532375,-6276.732677174559,-6276.741858364679,355.4454688,5.83e-05,98.0847,168.7205,0.0017587,149.2068,211.0193,15.05347954,-6276.689269701247,-6277.02041587722,-55.0811,-0.00171,-148.8542,48.61250000000001,-48.756099999999975,-0.02815578999999957,-0.0434074733120724,0.2785575125417381,False
352.25001157,0.00158362,53.0473,152.177,0.0002212,313.5493,205.6401,15.59077474,-6279.010094323645,-6279.050781657878,355.4932915,2.584e-05,53.1613,277.4703,0.000115,107.7907,252.322,15.30186763,-6277.865719622287,-6277.887138043655,-0.11399999999999721,0.0001062,-125.29330000000002,205.7586,-46.68190000000001,0.28890711000000024,-1.1443747013581742,-1.1636436142234743,False
356.58335648,0.00675528,43.0026,354.5694,0.0001656,287.5182,29.3667,15.17314694,-6277.334989344409,-6277.36600605957,355.47416893,6.446e-05,53.0559,55.778,0.0001463,88.5795,271.5362,15.06418453,-6276.885682447157,-6276.9132162682745,-10.0533,1.929999999999998e-05,298.79139999999995,198.93869999999998,-242.1695,0.10896241000000018,-0.449306897252427,-0.45278979129579966,False
352.15919891,1.877e-05,43.0023,276.0007,0.0001129,266.4421,93.6301,15.2590542,-6277.691787861603,-6277.712854477483,356.27423888,2.149e-05,43.0037,86.5949,0.0001195,263.6357,96.4349,15.02541457,-6276.7263832616045,-6276.748911963825,-0.0014000000000038426,-6.599999999999998e-06,189.4058,2.8063999999999965,-2.8048,0.233639629999999,-0.965404599998692,-0.9639425136583668,False
356.36395076,1.288e-05,53.2174,124.3463,0.0001305,79.8065,280.3074,15.08841317,-6276.987945752789,-6277.012479697267,356.39975647,1.53e-06,87.9291,352.1017,0.0001901,80.0946,280.0403,13.21824361,-6268.311305358366,-6268.350340179549,-34.71170000000001,-5.960000000000001e-05,-227.7554,-0.2881,0.2670999999999708,1.8701695600000008,-8.676640394422975,-8.66213951771806,False
351.75871985,0.00012938,53.0539,112.4568,0.0001482,83.7716,276.3442,15.06448899,-6276.886771724174,-6276.914662751585,350.58355766,-3.69e-06,53.2213,90.3456,0.000166,86.9027,273.2155,15.08838618,-6276.9844966443225,-6277.015704610914,-0.16740000000000066,-1.78e-05,22.111199999999997,-3.1310999999999893,3.1286999999999807,-0.023897190000001345,0.09772492014872114,0.10104185932959808,False
352.07618819,-1.141e-05,53.0605,6.0347,0.0002104,93.1642,266.9588,15.06401243,-6276.878933746314,-6276.918531559614,356.2551238,-2.092e-05,53.1621,333.1317,0.0001247,82.9375,277.1772,15.39613491,-6278.245370024498,-6278.268500144888,-0.1016000000000048,8.57e-05,-327.09700000000004,10.226699999999994,-10.218400000000031,-0.33212248000000066,1.3664362781837553,1.3499685852739276,False
350.60952297,1.62e-06,0.0126,56.5381,0.0004723,260.4027,25.3872,1.00270299,-5797.791293518092,-5798.332490854733,355.8143775,1.95e-06,86.3961,315.4003,0.0002188,83.8655,276.279,14.34217665,-6273.74598243008,-6273.788531478438,-86.3835,0.0002535,-258.86220000000003,176.53719999999998,-250.8918,-13.339473660000001,475.95468891198834,475.4560406237051,False
356.08753494,3.607e-05,43.0026,267.508,9.49e-05,270.9674,89.106,15.0253029,-6276.7282350250425,-6276.746126108171,356.34247958,2.2e-06,53.1619,335.1451,0.0001472,104.6128,255.5036,15.30196375,-6277.863111074482,-6277.890526539026,-10.159300000000002,-5.23e-05,-67.63710000000003,166.3546,-166.3976,-0.27666085000000074,1.134876049439299,1.1444004308550575,False
352.09325385,6.752e-05,53.0524,240.9561,0.0001482,82.0942,278.0215,15.06396679,-6276.884596748417,-6276.912488420395,350.53896,-1.649e-05,53.2186,85.4652,0.0001531,85.2368,274.8799,15.08838167,-6276.985690508767,-6277.014473283691,-0.16620000000000346,-4.900000000000011e-06,155.4909,-3.1426000000000016,3.1415999999999826,-0.02441488000000014,0.10109376035052264,0.10198486329591105,False
351.78311061,-6.4e-07,43.0036,19.8663,4.87e-05,197.8193,162.2632,15.02532375,-6276.732677174559,-6276.741858364679,356.39975647,1.53e-06,87.9291,352.1017,0.0001901,80.0946,280.0403,13.21824361,-6268.311305358366,-6268.350340179549,-44.92550000000001,-0.00014140000000000002,-332.23539999999997,117.7247,-117.77709999999999,1.80708014,-8.421371816193641,-8.391518185129826,False
352.10642578,0.00018763,97.5883,44.8544,0.0010488,198.2414,161.8444,15.17724796,-6277.269166479688,-6277.465570287766,355.83739789,4.8e-06,87.89,129.3378,0.000128,86.5198,273.6077,13.11416307,-6267.77510516069,-6267.8015273517285,9.698300000000003,0.0009207999999999999,-84.48339999999999,111.7216,-111.76330000000002,2.0630848900000007,-9.49406131899741,-9.664042936037731,False
355.83719918,2.11e-06,53.2163,141.5709,0.000129,82.0029,278.1109,15.08834784,-6276.9878153821855,-6277.012067397307,355.78097169,1.562e-05,43.0032,256.7409,0.000113,273.6681,86.4032,15.02531199,-6276.726566890336,-6276.747870278936,10.213099999999997,1.5999999999999996e-05,-115.17000000000002,-191.66519999999997,191.70770000000002,0.06303585000000034,-0.2612484918499831,-0.26419711837115756,False
351.71561139,2.25e-06,43.0045,343.4135,0.0001107,261.4779,98.5938,15.02533654,-6276.726886383863,-6276.747756140935,356.27423888,2.149e-05,43.0037,86.5949,0.0001195,263.6357,96.4349,15.02541457,-6276.7263832616045,-6276.748911963825,0.0007999999999981355,-8.80000000000001e-06,256.8186,-2.157800000000009,2.1589000000000027,-7.80300000009504e-05,-0.0005031222581237671,0.0011558228898138623,False
351.68977149,-1.693e-05,70.0018,334.0388,0.0002728,272.9949,87.0898,14.98338255,-6276.5356812611635,-6276.5872069372635,351.94467761,3.8e-05,43.0064,303.5866,0.0001345,259.7251,100.344,15.02519443,-6276.724048488337,-6276.749405308801,26.995400000000004,0.00013830000000000003,30.452200000000005,13.269799999999975,-13.254199999999997,-0.04181188000000091,0.18836722717333032,0.16219837153767003,False
356.0397838,0.00021093,43.0001,198.5781,0.00017,252.888,107.1794,15.50615764,-6278.680464649189,-6278.711847956047,355.7616598,3.12e-06,53.0543,174.4881,0.0001552,93.3712,266.7454,15.06405524,-6276.884306446043,-6276.913515424089,-10.054199999999994,1.4800000000000007e-05,24.090000000000003,159.5168,-159.56600000000003,0.44210239999999956,-1.796158203145751,-1.798332531957385,False
